apn_unformatted,primary_number,street_pre_direction,street_name,street_suffix,street_post_direction,secondary_designator,secondary_number,city,state,zip_code,latitude,longitude,county_name,standardized_land_use_type,area_sq_ft,beds_count,baths,total_area_sq_ft
01008800024800,20269,,RUSTIC VIEW,RD,SE,,,MONROE,WA,98272,47.869856,-121.95954,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6029,5,3,3199
00935100001600,11910,,2,ST,SE,,,LAKE STEVENS,WA,98258,47.994011,-122.070494,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,4583,4,3,1040
01138500000600,4782,,HUNTTINGS,LN,,,,MUKILTEO,WA,98275,47.927685,-122.297709,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7514,4,3,2923
5505300232,317,,16,ST,SW,,,PUYALLUP,WA,98371,47.189698,-122.315171,PIERCE,SINGLE FAMILY RESIDENTIAL,6800,3,2.25,1696
3110800250,12042,SE,210,ST,,,,KENT,WA,98031,47.414709,-122.178879,KING,SINGLE FAMILY RESIDENTIAL,9600,3,1,1040
01077200000700,5209,,PILCHUCK TREE FARM,RD,,,,SNOHOMISH,WA,98290,48.044259,-121.993491,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,38873,4,2,2541
2473460720,17302,,160,PL,SE,,,RENTON,WA,98058,47.447109,-122.126271,KING,SINGLE FAMILY RESIDENTIAL,8190,4,1,2100
1321700520,34433,,8,AVE,SW,,,FEDERAL WAY,WA,98023,47.294304,-122.345743,KING,SINGLE FAMILY RESIDENTIAL,7555,3,2,2030
00863600002500,14420,,49,DR,SE,,,EVERETT,WA,98208,47.866527,-122.1656,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,4792,3,2,1450
2530200150,317,,TACOMA,AVE,SW,,,SOUTH PRAIRIE,WA,98385,47.137192,-122.098316,PIERCE,SINGLE FAMILY RESIDENTIAL,8000,3,1.75,1332
1826049479,15332,,ASHWORTH,AVE,N,,,SHORELINE,WA,98133,47.740982,-122.339175,KING,SINGLE FAMILY RESIDENTIAL,6841,4,2,2770
00552300400901,1525,,106,PL,SW,,,EVERETT,WA,98204,47.90141,-122.254558,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6869,2,2,1340
3344500116,1901,,JONES,AVE,NE,,,RENTON,WA,98056,47.508906,-122.196953,KING,SINGLE FAMILY RESIDENTIAL,22900,4,1,2260
01173400004400,13351,,207,AVE,SE,,,MONROE,WA,98272,47.876635,-121.955839,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,4500,5,3,2691
00503400000102,5526,,200,ST,SW,,,LYNNWOOD,WA,98036,47.817211,-122.308368,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10890,3,2,2089
00727300026700,14030,,57,DR,SE,,,EVERETT,WA,98208,47.869719,-122.157414,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6970,3,2,994
5780002303,1622,,141ST STREET,CT,S,,,TACOMA,WA,98444,47.129299,-122.458072,PIERCE,SINGLE FAMILY RESIDENTIAL,21780,3,2,1951
8576020160,32791,,TOLMIE,LN,,,,BLACK DIAMOND,WA,98010,47.30819,-122.032053,KING,SINGLE FAMILY RESIDENTIAL,2932,4,2,2250
2473000180,14132,SE,167,ST,,,,RENTON,WA,98058,47.453302,-122.151052,KING,SINGLE FAMILY RESIDENTIAL,8346,3,1,2320
6021380190,6324,,90TH STREET,CT,E,,,PUYALLUP,WA,98371,47.174638,-122.344051,PIERCE,SINGLE FAMILY RESIDENTIAL,9000,4,2.75,2222
2591730270,21133,SE,278,WAY,,,,MAPLE VALLEY,WA,98038,47.351214,-122.05948,KING,SINGLE FAMILY RESIDENTIAL,47393,4,2,2000
9005470200,10007,,186,ST,E,UNIT,334,PUYALLUP,WA,98375,47.087207,-122.296191,PIERCE,CONDOMINIUM UNIT,2518,,,1015
5625000111,6014,E,I,ST,,,,TACOMA,WA,98404,47.201996,-122.419247,PIERCE,SINGLE FAMILY RESIDENTIAL,6000,2,1,822
01036400000400,4128,,139,PL,SE,,,MILL CREEK,WA,98012,47.870801,-122.176311,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10494,3,3,2657
01048700000900,16302,,37,DR,SE,,,BOTHELL,WA,98012,47.849959,-122.182083,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,4604,4,2,2633
1024039052,5305,SW,PRITCHARD,ST,,,,SEATTLE,WA,98116,47.579626,-122.400122,KING,SINGLE FAMILY RESIDENTIAL,7933,3,2,2730
0318600260,114,SW,116,ST,,UNIT,B34,SEATTLE,WA,98146,47.499605,-122.3352,KING,CONDOMINIUM UNIT,176636,2,1,980
01075900002900,1427,,77,DR,SE,,,LAKE STEVENS,WA,98258,47.982836,-122.126113,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6033,4,2,1693
9500001660,2717,N,SHIRLEY,ST,,,,TACOMA,WA,98407,47.272825,-122.51013,PIERCE,SINGLE FAMILY RESIDENTIAL,9450,3,2.25,1452
0122232037,7814,,143RD STREET,CT,NW,,,GIG HARBOR,WA,98329,47.387981,-122.642878,PIERCE,SINGLE FAMILY RESIDENTIAL,54450,3,1.75,1400
9485940760,28144,,192,PL,SE,,,KENT,WA,98042,47.348113,-122.082719,KING,SINGLE FAMILY RESIDENTIAL,37932,3,1,2910
0420274078,526,,10,ST,SE,,,PUYALLUP,WA,98372,47.187207,-122.282025,PIERCE,SINGLE FAMILY RESIDENTIAL,18295,4,1.75,1485
4022906580,4716,NE,187,PL,,,,LAKE FOREST PARK,WA,98155,47.765789,-122.277446,KING,SINGLE FAMILY RESIDENTIAL,10150,3,1,1790
6025110470,8128,,147,ST,E,,,PUYALLUP,WA,98375,47.122932,-122.32038,PIERCE,SINGLE FAMILY RESIDENTIAL,6806,3,2.5,3178
00915800003000,5729,,CIRCLE BLUFF,DR,,,,ARLINGTON,WA,98223,48.184619,-122.152536,SNOHOMISH,CONDOMINIUM UNIT,,3,2,1193
0520273040,20401,,CHURCH LAKE,RD,E,,,BONNEY LAKE,WA,98391,47.184959,-122.155807,PIERCE,SINGLE FAMILY RESIDENTIAL,117612,2,1,942
01054600000300,3223,,76,DR,NE,,,MARYSVILLE,WA,98270,48.025602,-122.127402,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7566,4,2,2753
7861000127,30037,,164,AVE,SE,,,KENT,WA,98042,47.331933,-122.125702,KING,SINGLE FAMILY RESIDENTIAL,132422,4,2,4420
1721059140,1713,E,MAIN,ST,,,,AUBURN,WA,98002,47.308438,-122.205599,KING,SINGLE FAMILY RESIDENTIAL,11400,3,2,2236
3332500595,4236,S,RAYMOND,ST,,,,SEATTLE,WA,98118,47.548401,-122.279235,KING,SINGLE FAMILY RESIDENTIAL,6300,3,1,1430
8856970090,22910,SE,240,PL,,,,MAPLE VALLEY,WA,98038,47.386342,-122.035892,KING,TOWNHOUSE,3718,3,2,1520
3510000010,39,,RIVERVIEW,DR,NE,,,AUBURN,WA,98002,47.30954,-122.202468,KING,SINGLE FAMILY RESIDENTIAL,11562,3,1,1900
00594000002201,8003,,MENZEL LAKE,RD,,,,GRANITE FALLS,WA,98252,48.070252,-121.93638,SNOHOMISH,MOBILE OR MANUFACTURED HOME,313632,,2,2800
5001650110,19706,,14TH AVENUE,CT,E,,,SPANAWAY,WA,98387,47.077479,-122.411328,PIERCE,SINGLE FAMILY RESIDENTIAL,9129,3,2.75,1714
6555000500,3113,N,MULLEN,ST,,,,TACOMA,WA,98407,47.27649,-122.50081,PIERCE,SINGLE FAMILY RESIDENTIAL,5800,3,1,1365
00545204201500,2202,,73,ST,SE,,,EVERETT,WA,98203,47.932011,-122.202919,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6098,1,1,870
8651480150,20545,NE,34,PL,,,,SAMMAMISH,WA,98074,47.640618,-122.064239,KING,SINGLE FAMILY RESIDENTIAL,8109,3,2,2560
00861100002200,12600,,54,DR,SE,,,SNOHOMISH,WA,98296,47.882984,-122.15955,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,8712,3,3,1567
9826700917,110,,18,AVE,,,,SEATTLE,WA,98122,47.602057,-122.308446,KING,DUPLEX,2087,2,2,1440
8665900037,19226,,25,AVE,NE,,,LAKE FOREST PARK,WA,98155,47.769,-122.302386,KING,SINGLE FAMILY RESIDENTIAL,33372,4,3,3610
6025430210,9309,,174,ST,E,,,PUYALLUP,WA,98375,47.098215,-122.306022,PIERCE,SINGLE FAMILY RESIDENTIAL,3240,3,2.5,1752
7000390200,22117,,112TH STREET,CT,E,,,BUCKLEY,WA,98321,47.154444,-122.133692,PIERCE,SINGLE FAMILY RESIDENTIAL,10622,3,2.5,1976
3221049160,37003,,12,AVE,S,,,FEDERAL WAY,WA,98003,47.269859,-122.320729,KING,SINGLE FAMILY RESIDENTIAL,108029,3,2,2180
30060800100800,12018,,125,AVE,NE,,,LAKE STEVENS,WA,98258,48.105722,-122.060939,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,217800,2,2,1824
3876001290,13507,,116,AVE,NE,,,KIRKLAND,WA,98034,47.721419,-122.186742,KING,SINGLE FAMILY RESIDENTIAL,7500,4,1,3220
5151200275,13743,,1,AVE,NW,,,SEATTLE,WA,98177,47.729948,-122.358649,KING,SINGLE FAMILY RESIDENTIAL,6750,5,3,2180
9264920320,32203,,7,PL,SW,,,FEDERAL WAY,WA,98023,47.314892,-122.344823,KING,SINGLE FAMILY RESIDENTIAL,13629,3,2,2280
2523029019,12824,SW,COVE,RD,,,,VASHON,WA,98070,47.455585,-122.499637,KING,SINGLE FAMILY RESIDENTIAL,506603,2,1,2030
00716700440200,8223,,212,ST,SW,APT,402,EDMONDS,WA,98026,47.807308,-122.344538,SNOHOMISH,CONDOMINIUM UNIT,,2,1,1678
5708630330,21117,,37,CT,S,,,SEATAC,WA,98198,47.414188,-122.286203,KING,CONDOMINIUM UNIT,348741,5,3,2597
6025322240,4018,,62ND AVENUE,CT,E,,,FIFE,WA,98424,47.22009,-122.3465,PIERCE,SINGLE FAMILY RESIDENTIAL,2720,4,2.5,1594
01127400000800,3307,,132,PL,SW,,,LYNNWOOD,WA,98087,47.877929,-122.277908,SNOHOMISH,CONDOMINIUM UNIT,,3,2,1385
0418058044,20515,,78,AVE,E,,,SPANAWAY,WA,98387,47.070349,-122.325832,PIERCE,SINGLE FAMILY RESIDENTIAL,12182,4,1.75,1288
2597520290,6598,,151,PL,SE,,,BELLEVUE,WA,98006,47.542481,-122.140165,KING,SINGLE FAMILY RESIDENTIAL,9282,3,2,3030
4077800276,11034,,BARTLETT,AVE,NE,,,SEATTLE,WA,98125,47.709687,-122.281602,KING,SINGLE FAMILY RESIDENTIAL,10080,2,1,1180
1594300370,1504,,AURORA,AVE,N,APT,401,SEATTLE,WA,98109,47.632724,-122.343127,KING,CONDOMINIUM UNIT,20257,2,1,823
2597160260,19404,,6,AVE,S,,,DES MOINES,WA,98148,47.428838,-122.327819,KING,SINGLE FAMILY RESIDENTIAL,7200,4,2,2050
2064801130,7400,,127,PL,SE,,,NEWCASTLE,WA,98056,47.535545,-122.170014,KING,SINGLE FAMILY RESIDENTIAL,8350,3,1,1820
6430000325,715,N,81,ST,,,,SEATTLE,WA,98103,47.687447,-122.349178,KING,SINGLE FAMILY RESIDENTIAL,6120,4,1,1530
00729400000500,7817,,182,PL,SW,,,EDMONDS,WA,98026,47.833969,-122.339392,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,12197,3,2,1529
01164800000600,4918,,130,PL,SE,#,B,SNOHOMISH,WA,98296,47.879117,-122.165639,SNOHOMISH,CONDOMINIUM UNIT,2333,3,3,1907
7575620060,27716,,21,PL,S,,,FEDERAL WAY,WA,98003,47.353029,-122.304884,KING,SINGLE FAMILY RESIDENTIAL,6881,3,2,1630
0561500250,38700,,251,PL,SE,,,ENUMCLAW,WA,98022,47.254072,-122.005976,KING,SINGLE FAMILY RESIDENTIAL,93349,3,2,2830
4002250110,9106,,103RD AVENUE,CT,SW,,,TACOMA,WA,98498,47.174552,-122.575482,PIERCE,SINGLE FAMILY RESIDENTIAL,6024,4,2.5,3355
4034900050,4546,,119,AVE,SE,,,BELLEVUE,WA,98006,47.564024,-122.180369,KING,SINGLE FAMILY RESIDENTIAL,17643,4,1,2280
2006400140,3030,,14,AVE,W,APT,304,SEATTLE,WA,98119,47.647584,-122.374508,KING,CONDOMINIUM UNIT,18000,2,1,1167
7715800820,1630,,209,PL,NE,,,SAMMAMISH,WA,98074,47.624576,-122.060597,KING,SINGLE FAMILY RESIDENTIAL,12218,2,1,3230
2216100280,14014,SE,144,ST,,,,RENTON,WA,98059,47.47423,-122.153093,KING,SINGLE FAMILY RESIDENTIAL,9800,3,1,1190
7950302015,4163,,38,AVE,S,,,SEATTLE,WA,98118,47.564397,-122.285277,KING,SINGLE FAMILY RESIDENTIAL,4080,5,1,1500
00635800000500,14826,,66,AVE,W,,,EDMONDS,WA,98026,47.863697,-122.322732,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,25265,3,2,1114
00864000005000,805,,191,PL,SW,,,LYNNWOOD,WA,98036,47.824655,-122.244108,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7405,5,2,2784
7359600020,3525,S,128,ST,,,,TUKWILA,WA,98168,47.488647,-122.287353,KING,SINGLE FAMILY RESIDENTIAL,7564,4,2,1930
00680400100700,8303,,212,ST,SW,APT,7,EDMONDS,WA,98026,47.807505,-122.3453,SNOHOMISH,CONDOMINIUM UNIT,,1,1,803
00439300001100,20704,,23,AVE,W,,,LYNNWOOD,WA,98036,47.810569,-122.264434,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9583,3,2,1120
00842800012300,13621,,57,DR,SE,,,EVERETT,WA,98208,47.87383,-122.154864,SNOHOMISH,TOWNHOUSE,3485,3,2,1596
00879200007600,12555,,63,PL,W,,,MUKILTEO,WA,98275,47.884998,-122.317677,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9583,4,2,2796
00914500400200,6234,,HARBOUR HEIGHTS,PKWY,,,,MUKILTEO,WA,98275,47.896767,-122.317554,SNOHOMISH,CONDOMINIUM UNIT,,3,2,2278
00520300001500,316,,SKYLINE,DR,,,,EVERETT,WA,98201,48.011457,-122.194415,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,13939,3,2,1612
2005500300,27215,,120,AVE,SE,,,KENT,WA,98030,47.357168,-122.181777,KING,SINGLE FAMILY RESIDENTIAL,9638,3,1,1082
2523089084,17020,,452,PL,SE,,,NORTH BEND,WA,98045,47.446314,-121.73674,KING,SINGLE FAMILY RESIDENTIAL,43560,,,
00805800003300,11811,,18,ST,SE,,,LAKE STEVENS,WA,98258,47.980278,-122.071996,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,20038,3,2,1449
6669120320,321,SE,ORCHARD,DR,,APT,32,NORTH BEND,WA,98045,47.49135,-121.782207,KING,CONDOMINIUM UNIT,96268,2,2,1236
00376900002200,22824,,25,AVE,W,,,LYNNWOOD,WA,98036,47.791231,-122.267411,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,33106,3,2,1130
5004040070,4614,E,N,ST,,,,TACOMA,WA,98404,47.214839,-122.41135,PIERCE,SINGLE FAMILY RESIDENTIAL,5016,4,2,1410
00867600001300,8528,,154,PL,NW,,,STANWOOD,WA,98292,48.135891,-122.349109,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,20038,3,2,1676
5000250370,4301,,VISTA,PL,NE,,,TACOMA,WA,98422,47.295526,-122.398049,PIERCE,SINGLE FAMILY RESIDENTIAL,11977,4,2.5,1862
6453400040,4658,,238,DR,SE,,,SAMMAMISH,WA,98029,47.561831,-122.022559,KING,TOWNHOUSE,1934,3,3,2280
6026730850,1113,,28,ST,NW,,,PUYALLUP,WA,98371,47.201249,-122.331534,PIERCE,SINGLE FAMILY RESIDENTIAL,4160,4,2.25,1692
27043600405400,205,,244,ST,SW,,,BOTHELL,WA,98021,47.777108,-122.235845,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9148,3,2,1328
3444000050,20007,SE,284,ST,,,,KENT,WA,98042,47.346812,-122.075025,KING,SINGLE FAMILY RESIDENTIAL,37986,3,1,950
3589000310,588,,BELL,ST,,UNIT,312S,SEATTLE,WA,98121,47.616751,-122.343293,KING,CONDOMINIUM UNIT,83722,1,1,728
2619920130,13418,NE,97,ST,,,,REDMOND,WA,98052,47.687739,-122.161906,KING,SINGLE FAMILY RESIDENTIAL,5181,4,2,3220
4002310180,3107,,EMERALD,LN,,,,GIG HARBOR,WA,98335,47.318239,-122.580583,PIERCE,SINGLE FAMILY RESIDENTIAL,4396,3,3.25,2658
1320069255,3402,,MCHUGH,PL,,,,ENUMCLAW,WA,98022,47.215062,-121.993253,KING,SINGLE FAMILY RESIDENTIAL,8512,3,1,1000
2557000280,2909,SW,337,ST,,,,FEDERAL WAY,WA,98023,47.300357,-122.371651,KING,SINGLE FAMILY RESIDENTIAL,6944,3,1,1580
0626100010,20453,NE,133,ST,,,,WOODINVILLE,WA,98077,47.717961,-122.064083,KING,SINGLE FAMILY RESIDENTIAL,40890,2,1,1460
7770001370,2915,S,52,ST,,,,TACOMA,WA,98409,47.209952,-122.474506,PIERCE,SINGLE FAMILY RESIDENTIAL,6000,3,2,916
8045000760,5425,N,10,ST,,,,TACOMA,WA,98406,47.258966,-122.510828,PIERCE,SINGLE FAMILY RESIDENTIAL,7350,3,1.75,1803
01120400002800,4602,,144,PL,NE,,,MARYSVILLE,WA,98271,48.12664,-122.167935,SNOHOMISH,CONDOMINIUM UNIT,,4,2,1874
0320272060,1002,E,64,ST,,,,TACOMA,WA,98404,47.198741,-122.417057,PIERCE,SINGLE FAMILY RESIDENTIAL,11200,2,1,813
3425001550,2459,,DAY ISLAND,BLVD,W,,,UNIVERSITY PLACE,WA,98466,47.236057,-122.563034,PIERCE,SINGLE FAMILY RESIDENTIAL,615,2,0.75,700
00537800004801,2729,,YORK,RD,,,,EVERETT,WA,98204,47.883015,-122.271197,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,25700,2,1,1228
8892300910,401,,9,AVE,N,APT,608,SEATTLE,WA,98109,47.622381,-122.340135,KING,CONDOMINIUM UNIT,21224,1,1,867
1655500150,13209,,NEWCASTLE,WAY,,#,207,NEWCASTLE,WA,98059,47.537141,-122.162923,KING,CONDOMINIUM UNIT,85378,2,1,852
00680500700200,4721,,176,ST,SW,APT,G2,LYNNWOOD,WA,98037,47.840101,-122.295762,SNOHOMISH,CONDOMINIUM UNIT,,3,2,1005
3001030380,3214,,HOFFMAN HILL,BLVD,,,,DUPONT,WA,98327,47.093832,-122.678805,PIERCE,SINGLE FAMILY RESIDENTIAL,4797,3,2.5,2332
30073100400400,5116,,ROBE MENZEL,RD,,,,GRANITE FALLS,WA,98252,48.043123,-121.955293,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,174240,5,2,1676
8644000230,20321,,34,AVE,S,,,SEATAC,WA,98198,47.420019,-122.290731,KING,SINGLE FAMILY RESIDENTIAL,11745,3,1,2760
5634500037,7221,NE,165,CT,,,,KENMORE,WA,98028,47.748309,-122.243476,KING,SINGLE FAMILY RESIDENTIAL,12375,3,1,2160
3331000620,5522,,RENTON,AVE,S,,,SEATTLE,WA,98118,47.552107,-122.284978,KING,SINGLE FAMILY RESIDENTIAL,5385,4,3,2176
6020500240,13509,,158TH STREET,CT,E,,,PUYALLUP,WA,98374,47.112584,-122.248944,PIERCE,SINGLE FAMILY RESIDENTIAL,13208,4,2.75,2952
2545700200,2710,NE,88,ST,,,,SEATTLE,WA,98115,47.69262,-122.298289,KING,SINGLE FAMILY RESIDENTIAL,6371,3,2,2030
28060300401900,15817,,3 LAKES,RD,,,,SNOHOMISH,WA,98290,47.936703,-122.018508,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,88113,4,2,2789
0122264028,11624,,70,AVE,NW,,,GIG HARBOR,WA,98332,47.364571,-122.632284,PIERCE,SINGLE FAMILY RESIDENTIAL,35284,3,1.75,1784
1795920190,14155,,177,AVE,NE,,,REDMOND,WA,98052,47.727686,-122.102533,KING,SINGLE FAMILY RESIDENTIAL,11532,4,1,2310
00457700001700,6604,,60,ST,SE,,,SNOHOMISH,WA,98290,47.94202,-122.142836,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,13939,3,2,1266
3024059160,6926,,96,AVE,SE,,,MERCER ISLAND,WA,98040,47.540461,-122.209516,KING,SINGLE FAMILY RESIDENTIAL,10200,3,1,4110
00639900100100,533,,ALDER,ST,,APT,A1,EDMONDS,WA,98020,47.808327,-122.375984,SNOHOMISH,CONDOMINIUM UNIT,,2,1,923
0225079041,8625,,353,AVE,NE,,,CARNATION,WA,98014,47.677225,-121.869292,KING,SINGLE FAMILY RESIDENTIAL,791050,4,3,4240
3449000220,14519,SE,114,PL,,,,RENTON,WA,98059,47.501194,-122.146165,KING,SINGLE FAMILY RESIDENTIAL,9280,3,1,2010
2084220070,3406,E,E,ST,,,,TACOMA,WA,98404,47.230727,-122.425959,PIERCE,SINGLE FAMILY RESIDENTIAL,6500,4,2.5,1720
1088801110,15413,,102,AVE,NE,,,BOTHELL,WA,98011,47.740201,-122.204638,KING,SINGLE FAMILY RESIDENTIAL,9600,4,2,3160
0021237001,3814,,174,AVE,NW,,,LAKEBAY,WA,98349,47.292259,-122.770279,PIERCE,MOBILE OR MANUFACTURED HOME,67518,3,1.75,1188
6460220190,14202,,4TH AVENUE,CT,S,,,TACOMA,WA,98444,47.128023,-122.438452,PIERCE,SINGLE FAMILY RESIDENTIAL,14135,3,2,1757
00442700000700,4911,,103,PL,NE,,,MARYSVILLE,WA,98270,48.089059,-122.164508,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9583,3,2,1881
00593100000200,6129,,61,AVE,SE,,,SNOHOMISH,WA,98290,47.94055,-122.149198,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,14810,3,1,1768
00386800001000,21008,,10,PL,W,,,LYNNWOOD,WA,98036,47.807623,-122.247454,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,8712,3,1,1064
27061700400600,19124,,129,AVE,SE,,,SNOHOMISH,WA,98296,47.822744,-122.059166,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,217800,4,2,3638
3630150090,2590,NE,KENSINGTON,CT,,,,ISSAQUAH,WA,98029,47.548798,-121.996282,KING,SINGLE FAMILY RESIDENTIAL,3410,4,2,1550
30060200301900,16407,,126,ST,NE,,,ARLINGTON,WA,98223,48.111698,-122.010396,SNOHOMISH,MOBILE OR MANUFACTURED HOME,205603,,2,1296
6148000550,7352,S,MASON,AVE,,,,TACOMA,WA,98409,47.19077,-122.494363,PIERCE,SINGLE FAMILY RESIDENTIAL,8050,3,1,1008
8864000375,3214,S,137,ST,,,,TUKWILA,WA,98168,47.481069,-122.291089,KING,SINGLE FAMILY RESIDENTIAL,6008,4,2,1370
1508400620,13730,,15,AVE,NE,APT,F203,SEATTLE,WA,98125,47.729874,-122.311347,KING,CONDOMINIUM UNIT,218758,2,1,1645
01077900000300,4120,,188,CT,NE,,,ARLINGTON,WA,98223,48.167178,-122.173938,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10694,4,1,1599
5412100980,38101,,38,AVE,S,,,AUBURN,WA,98001,47.259255,-122.285238,KING,SINGLE FAMILY RESIDENTIAL,6261,4,2,2140
0012600080,2001,NE,9,CT,,#,B,RENTON,WA,98056,47.498605,-122.192394,KING,CONDOMINIUM UNIT,37458,3,3,1700
0420244133,818,,MEADE,AVE,,,,SUMNER,WA,98390,47.201703,-122.236223,PIERCE,SINGLE FAMILY RESIDENTIAL,6720,3,2,1312
7215000020,11048,,MARINE VIEW,PL,SW,,,SEATTLE,WA,98146,47.5032,-122.379544,KING,SINGLE FAMILY RESIDENTIAL,7169,3,1,1960
1446400607,13428,,OCCIDENTAL,AVE,S,,,BURIEN,WA,98168,47.482266,-122.332123,KING,SINGLE FAMILY RESIDENTIAL,6583,4,1,1220
1727810660,14306,,126,AVE,NE,APT,E206,KIRKLAND,WA,98034,47.729538,-122.172524,KING,CONDOMINIUM UNIT,138477,2,1,928
3298500150,1656,,168,PL,NE,,,BELLEVUE,WA,98008,47.625786,-122.115561,KING,SINGLE FAMILY RESIDENTIAL,8486,4,2,1900
5394600105,2331,,18,AVE,S,,,SEATTLE,WA,98144,47.581999,-122.309863,KING,SINGLE FAMILY RESIDENTIAL,6000,2,1,1270
2143700245,524,SW,3,PL,,,,RENTON,WA,98057,47.479124,-122.224919,KING,SINGLE FAMILY RESIDENTIAL,11000,3,2,2650
0451900440,1525,NW,57,ST,,UNIT,305,SEATTLE,WA,98107,47.669845,-122.377382,KING,CONDOMINIUM UNIT,39803,2,1,955
00509500005902,15309,,4,AVE,W,,,LYNNWOOD,WA,98087,47.859028,-122.238354,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,11761,3,1,1250
00831900026300,15445,,166,AVE,SE,,,MONROE,WA,98272,47.857151,-122.008348,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,5227,3,1,1037
7804220830,13787,NE,65,ST,,APT,560,REDMOND,WA,98052,47.665156,-122.157155,KING,CONDOMINIUM UNIT,455812,2,1,1048
2843200110,11024,,ROSEBERG,AVE,S,,,SEATTLE,WA,98168,47.503441,-122.301048,KING,DUPLEX,9023,4,2,1670
3885800645,304,,5,AVE,W,,,KIRKLAND,WA,98033,47.681743,-122.212986,KING,SINGLE FAMILY RESIDENTIAL,11450,3,2,3300
01029000002200,10131,,31,DR,SE,,,EVERETT,WA,98208,47.905343,-122.190504,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,4321,4,2,2006
3175400140,17121,NE,183,PL,,,,WOODINVILLE,WA,98072,47.760162,-122.110576,KING,SINGLE FAMILY RESIDENTIAL,28000,4,2,3170
6980000190,3911,N,8,ST,,,,TACOMA,WA,98406,47.257225,-122.489496,PIERCE,SINGLE FAMILY RESIDENTIAL,3750,3,1.5,1648
2810600026,4300 D,SW,WILLOW,ST,,,,SEATTLE,WA,98136,47.542447,-122.387551,KING,TOWNHOUSE,795,3,,1120
00714000002800,8924,,57,DR,NE,,,MARYSVILLE,WA,98270,48.076369,-122.153149,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9583,3,2,1430
6071200645,5238,,116,PL,SE,,,BELLEVUE,WA,98006,47.555545,-122.182972,KING,SINGLE FAMILY RESIDENTIAL,9116,3,1,1290
1336800870,922,,18,AVE,E,,,SEATTLE,WA,98112,47.627596,-122.308249,KING,SINGLE FAMILY RESIDENTIAL,5160,6,1,4110
5004200090,1918,,63,AVE,NE,,,TACOMA,WA,98422,47.27449,-122.364031,PIERCE,SINGLE FAMILY RESIDENTIAL,7200,4,2,1498
4446100040,3021,,28,AVE,SE,,,PUYALLUP,WA,98374,47.165397,-122.253707,PIERCE,SINGLE FAMILY RESIDENTIAL,10051,4,2.5,1814
7555200300,4312,,107,PL,NE,,,KIRKLAND,WA,98033,47.649176,-122.196626,KING,SINGLE FAMILY RESIDENTIAL,8649,3,1,1820
3000540120,4203,,71ST AVENUE,CT,NW,,,GIG HARBOR,WA,98335,47.295592,-122.633675,PIERCE,SINGLE FAMILY RESIDENTIAL,14315,4,2.5,2800
8649900490,3144,,234,CT,SE,,,SAMMAMISH,WA,98075,47.581334,-122.027779,KING,SINGLE FAMILY RESIDENTIAL,9840,4,2,2810
6995300480,22019,,131ST STREET,CT,E,,,BONNEY LAKE,WA,98391,47.137989,-122.136586,PIERCE,SINGLE FAMILY RESIDENTIAL,8477,2,2,1360
6024300100,10724,,132ND STREET,CT,NW,,,GIG HARBOR,WA,98329,47.378053,-122.680619,PIERCE,SINGLE FAMILY RESIDENTIAL,24880,4,1.75,1344
